step,observation,action,reward,done,total_reward
92,"You took action make_stone_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 5/9
- energy: 6/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
93,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 5/9
- energy: 6/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
94,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 5/9
- energy: 6/9

You have nothing in your inventory.",Make Stone Pickaxe,0.0,False,0.0
95,"You took action make_stone_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 5/9
- energy: 6/9

You have nothing in your inventory.",Make Stone Pickaxe,0.0,False,0.0
96,"You took action make_stone_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 5/9
- energy: 6/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
97,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 5/9
- energy: 6/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
98,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 6 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 5/9
- energy: 6/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
99,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 5 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 5/9
- energy: 6/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
100,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 5 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 5/9
- energy: 6/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
101,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 4 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 5/9
- energy: 6/9

You have nothing in your inventory.",Make Stone Pickaxe,0.0,False,0.0
102,"You took action make_stone_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 4 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 6/9
- drink: 5/9
- energy: 6/9

You have nothing in your inventory.",Make Stone Pickaxe,0.0,False,0.0
103,"You took action make_stone_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 5 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 5/9
- drink: 5/9
- energy: 6/9

You have nothing in your inventory.",Noop,0.0,False,0.0
104,"You took action noop.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 5 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 5/9
- drink: 4/9
- energy: 6/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
105,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 6 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 5/9
- drink: 4/9
- energy: 6/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
106,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 6 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 5/9
- drink: 4/9
- energy: 6/9

You have nothing in your inventory.",Do,0.0,False,0.0
107,"You took action do.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 6 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 5/9
- drink: 4/9
- energy: 6/9

You have nothing in your inventory.",Noop,0.0,False,0.0
108,"You took action noop.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 6 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 5/9
- drink: 4/9
- energy: 6/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
109,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 6 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 5/9
- drink: 4/9
- energy: 6/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
110,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 6 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 5/9
- drink: 4/9
- energy: 6/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,0.0
111,"You took action make_iron_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 6 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 5/9
- drink: 4/9
- energy: 6/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
112,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 7 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 5/9
- drink: 4/9
- energy: 6/9

You have nothing in your inventory.",Place Table,0.0,False,0.0
113,"You took action place_table.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 7 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 5/9
- drink: 4/9
- energy: 6/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
114,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 5/9
- drink: 4/9
- energy: 6/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
115,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 7 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 5/9
- drink: 4/9
- energy: 6/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
116,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 6 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 5/9
- drink: 4/9
- energy: 6/9

You have nothing in your inventory.",Noop,0.0,False,0.0
117,"You took action noop.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 5 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 5/9
- drink: 4/9
- energy: 6/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
118,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 5 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 5/9
- drink: 4/9
- energy: 6/9

You have nothing in your inventory.",Make Stone Pickaxe,0.0,False,0.0
119,"You took action make_stone_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 5 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 5/9
- drink: 4/9
- energy: 6/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
120,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 5 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 5/9
- drink: 4/9
- energy: 6/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
121,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 5 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 5/9
- drink: 4/9
- energy: 6/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
122,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 4 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 5/9
- drink: 4/9
- energy: 6/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
123,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 4 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 5/9
- drink: 4/9
- energy: 5/9

You have nothing in your inventory.",Make Stone Pickaxe,0.0,False,0.0
124,"You took action make_stone_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 3 steps to your south

You face grass at your front.

Your status:
- health: 9/9
- food: 5/9
- drink: 4/9
- energy: 5/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
125,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 3 steps to your south

You face grass at your front.

Your status:
- health: 9/9
- food: 5/9
- drink: 3/9
- energy: 5/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
126,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 4 steps to your south-west

You face grass at your front.

Your status:
- health: 9/9
- food: 5/9
- drink: 3/9
- energy: 5/9

You have nothing in your inventory.",Make Stone Pickaxe,0.0,False,0.0
127,"You took action make_stone_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 4 steps to your south-west

You face grass at your front.

Your status:
- health: 9/9
- food: 5/9
- drink: 3/9
- energy: 5/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
128,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 3 steps to your south

You face grass at your front.

Your status:
- health: 9/9
- food: 5/9
- drink: 3/9
- energy: 5/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
129,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 3 steps to your south

You face grass at your front.

Your status:
- health: 9/9
- food: 4/9
- drink: 3/9
- energy: 5/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
130,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 3 steps to your south

You face grass at your front.

Your status:
- health: 9/9
- food: 4/9
- drink: 3/9
- energy: 5/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
131,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 4/9
- drink: 3/9
- energy: 5/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
132,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 4/9
- drink: 3/9
- energy: 5/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
133,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 4/9
- drink: 3/9
- energy: 5/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
134,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 4/9
- drink: 3/9
- energy: 5/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
135,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 3 steps to your south

You face grass at your front.

Your status:
- health: 9/9
- food: 4/9
- drink: 3/9
- energy: 5/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
136,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 2 steps to your south

You face grass at your front.

Your status:
- health: 9/9
- food: 4/9
- drink: 3/9
- energy: 5/9

You have nothing in your inventory.",Make Stone Pickaxe,0.0,False,0.0
137,"You took action make_stone_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 2 steps to your south

You face grass at your front.

Your status:
- health: 9/9
- food: 4/9
- drink: 3/9
- energy: 5/9

You have nothing in your inventory.",Make Stone Pickaxe,0.0,False,0.0
138,"You took action make_stone_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 3 steps to your south

You face grass at your front.

Your status:
- health: 9/9
- food: 4/9
- drink: 3/9
- energy: 5/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
139,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 3 steps to your south

You face grass at your front.

Your status:
- health: 9/9
- food: 4/9
- drink: 3/9
- energy: 5/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
140,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 4 steps to your south-west

You face grass at your front.

Your status:
- health: 9/9
- food: 4/9
- drink: 3/9
- energy: 5/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
141,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 4 steps to your south-west

You face grass at your front.

Your status:
- health: 9/9
- food: 4/9
- drink: 3/9
- energy: 5/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
142,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 4 steps to your south-west

You face grass at your front.

Your status:
- health: 9/9
- food: 4/9
- drink: 3/9
- energy: 5/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
143,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 4/9
- drink: 3/9
- energy: 5/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
144,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 4/9
- drink: 3/9
- energy: 5/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
145,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 4/9
- drink: 3/9
- energy: 5/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
146,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 4/9
- drink: 2/9
- energy: 5/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
147,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 4/9
- drink: 2/9
- energy: 5/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
148,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 4/9
- drink: 2/9
- energy: 5/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
149,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 4/9
- drink: 2/9
- energy: 5/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
150,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 4/9
- drink: 2/9
- energy: 5/9

You have nothing in your inventory.",Place Stone,0.0,False,0.0
151,"You took action place_stone.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 4/9
- drink: 2/9
- energy: 5/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
152,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 4/9
- drink: 2/9
- energy: 5/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
153,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 4/9
- drink: 2/9
- energy: 5/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
154,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 4/9
- drink: 2/9
- energy: 4/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
155,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 3/9
- drink: 2/9
- energy: 4/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
156,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 3/9
- drink: 2/9
- energy: 4/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
157,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 3/9
- drink: 2/9
- energy: 4/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
158,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 3/9
- drink: 2/9
- energy: 4/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
159,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 3/9
- drink: 2/9
- energy: 4/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
160,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 3/9
- drink: 2/9
- energy: 4/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
161,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 3/9
- drink: 2/9
- energy: 4/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
162,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 3/9
- drink: 2/9
- energy: 4/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
163,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 3/9
- drink: 2/9
- energy: 4/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
164,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 5 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 3/9
- drink: 2/9
- energy: 4/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
165,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 5 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 3/9
- drink: 2/9
- energy: 4/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
166,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 5 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 3/9
- drink: 2/9
- energy: 4/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
167,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 5 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 3/9
- drink: 1/9
- energy: 4/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
168,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 3/9
- drink: 1/9
- energy: 4/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,0.0
169,"You took action make_iron_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 5 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 3/9
- drink: 1/9
- energy: 4/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
170,"You took action make_wood_pickaxe.

You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- sand 5 steps to your south-west
- tree 5 steps to your north-west
- cow 6 steps to your south-east

You face grass at your front.

Your status:
- health: 9/9
- food: 3/9
- drink: 1/9
- energy: 4/9

You have nothing in your inventory.",Move West,0.0,False,0.0
171,"You took action move_west.

You see:
- water 5 steps to your south-west
- grass 1 steps to your west
- sand 4 steps to your west
- tree 4 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 3/9
- drink: 1/9
- energy: 4/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
172,"You took action make_wood_pickaxe.

You see:
- water 5 steps to your south-west
- grass 1 steps to your west
- sand 4 steps to your west
- tree 4 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 3/9
- drink: 1/9
- energy: 4/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
173,"You took action make_wood_pickaxe.

You see:
- water 5 steps to your south-west
- grass 1 steps to your west
- sand 4 steps to your west
- tree 4 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 3/9
- drink: 1/9
- energy: 4/9

You have nothing in your inventory.",Make Iron Pickaxe,0.0,False,0.0
174,"You took action make_iron_pickaxe.

You see:
- water 5 steps to your south-west
- grass 1 steps to your west
- sand 4 steps to your west
- tree 4 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 3/9
- drink: 1/9
- energy: 4/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
175,"You took action make_wood_pickaxe.

You see:
- water 5 steps to your south-west
- grass 1 steps to your west
- sand 4 steps to your west
- tree 4 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 3/9
- drink: 1/9
- energy: 4/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
176,"You took action make_wood_pickaxe.

You see:
- water 5 steps to your south-west
- grass 1 steps to your west
- sand 4 steps to your west
- tree 4 steps to your north-west

You face grass at your front.

Your status:
- health: 9/9
- food: 3/9
- drink: 1/9
- energy: 4/9

You have nothing in your inventory.",Make Wood Pickaxe,0.0,False,0.0
